Rainfall,Humidity3pm,Pressure9am,RainToday,RainTomorrow
0,16,1017,No,No
0,22,1014.7,No,Yes
4.6,62,1002.3,Yes,No
0.4,42,1019,No,No
0,47,1021.8,No,No
0,38,1024.2,No,No
0,19,1019.8,No,No
0,30,1012.3,No,No
0.4,31,1016.2,No,No
0,31,1020.8,No,No
0,13,1012,No,No
0,44,1007.8,No,No
0.2,30,1017.5,No,No
0,33,1019.6,No,No
0,24,1020.5,No,No
0,4,1016.3,No,No
0,5,1013.6,No,No
0,16,1016.3,No,No
0,24,1025.4,No,No
0,14,1021.8,No,No
0,6,1019.1,No,Yes
4.6,66,1011.8,Yes,No
0.4,28,1023.9,No,No
0,33,1015.7,No,No
0.2,25,1017.8,No,No
0,34,1012.1,No,Yes
7.2,27,1002.8,Yes,Yes
11.2,60,1009.8,Yes,No
0.2,36,1017,No,No
0,53,1005.9,No,Yes
4.8,56,1010.4,Yes,Yes
1.2,39,1020.3,Yes,No
0,44,1019.6,No,No
0,26,1016.6,No,No
0,6,1012.3,No,No
0,36,1010.7,No,Yes
1.6,73,1012.2,Yes,Yes
2.8,36,1018.8,Yes,No
0,36,1021,No,No
0,37,1024.6,No,No
0,49,1026.3,No,Yes
1.8,23,1026.3,Yes,No
0,23,1028.4,No,No
0,30,1027.6,No,No
0,24,1025.6,No,No
0,14,1018.3,No,No
0,24,1005.3,No,No
0.2,32,1001.7,No,Yes
2.8,39,1008.4,Yes,No
0,74,1013.1,No,Yes
1.6,43,1021.8,Yes,No
0,36,1027.5,No,No
0,30,1029.9,No,No
0,18,1027.3,No,No
0,4,1020.5,No,No
0,29,1020.3,No,No
0,21,1022.1,No,No
0,23,1022.5,No,No
0,17,1019.3,No,No
0,28,1020.4,No,No
0,27,1024.6,No,No
0,29,1024.1,No,No
0,26,1021.8,No,No
0,24,1019.5,No,No
0,20,1018.4,No,No
0,16,1019.1,No,No
0,18,1018.2,No,No
0.2,11,1016.7,No,No
0,35,1016.9,No,No
0,26,1022.8,No,No
0,24,1024.4,No,No
0,16,1023.9,No,No
0,21,1023,No,No
0,22,1025,No,No
0,17,1022.4,No,No
0,13,1019.7,No,No
0,9,1019.2,No,No
0,11,1018.6,No,No
0,8,1018.3,No,No
0,6,1013.5,No,No
0,7,1010.8,No,No
0,17,1007.8,No,No
0,20,1010.8,No,No
0,8,1006.7,No,No
0,11,1007.5,No,No
0,43,1005,No,Yes
2.6,89,1009.5,Yes,Yes
39.8,58,1005.1,Yes,No
0,26,1024.9,No,No
0,14,1024,No,No
0,28,1018.3,No,Yes
7.6,95,1011.4,Yes,Yes
13.2,29,1009.4,Yes,Yes
1.6,31,1007.4,Yes,No
0.2,38,1007,No,No
0.4,36,1014.4,No,No
0.6,20,1019.1,No,No
0,14,1020.3,No,No
0,22,1016.2,No,No
0,15,1021.2,No,No
0,27,1020,No,No
0,22,1017.8,No,No
0,18,1013.9,No,No
0,74,1009.6,No,Yes
8.4,31,1013,Yes,No
0,36,1010.6,No,No
1,26,1021.5,No,No
0,35,1022.6,No,No
0,27,1021.7,No,No
0,16,1021.4,No,No
0,12,1019.3,No,No
0,6,1014.6,No,No
0,46,1007.8,No,Yes
3.2,29,1021.8,Yes,No
0,40,1021.3,No,No
0,20,1020.1,No,No
0,11,1013.3,No,No
0,7,1011.2,No,No
0,8,1010.1,No,No
0,43,1003.3,No,No
0,16,1014.6,No,No
0,13,1017.8,No,No
0,13,1017.1,No,No
0,10,1017.4,No,No
0,8,1020,No,No
0,17,1017.4,No,No
0,31,1012.2,No,No
0.4,30,1009.5,No,Yes
5.6,27,1014.4,Yes,No
0,21,NA,No,No
0,21,1017.9,No,No
0,8,1015.2,No,No
0,13,1017.5,No,No
0,10,1016.4,No,No
0,7,1016,No,No
0,9,1015.3,No,No
0,11,1014.4,No,No
0,12,1010.9,No,No
0,25,1006.5,No,Yes
2.4,27,1017.9,Yes,No
0,21,1019.9,No,No
0,14,1016.5,No,No
0,13,1010.6,No,No
0,28,1015,No,No
0,20,1016.1,No,No
0,23,1017.1,No,No
0,7,1013.4,No,No
0,10,1011.2,No,No
0,1,1005.5,No,No
0,28,1015.3,No,No
0,17,1014.9,No,No
0,13,1012.8,No,No
0,9,1010.3,No,No
0,27,1013.6,No,No
0,17,1010.1,No,No
0,15,1013.6,No,No
0,15,1013.7,No,No
0,16,1008.9,No,No
0.2,26,NA,No,No
0,20,1010.8,No,No
0,32,1008.8,No,Yes
8.6,84,1007.4,Yes,No
1,43,1014.8,No,No
0,32,1019.5,No,No
0,32,1018.5,No,No
0,24,1018.6,No,No
0,36,1019.4,No,No
0,25,1017.9,No,No
0,25,1012.8,No,No
0.2,34,1012.3,No,No
0,39,1010.7,No,No
0,29,1008.7,No,No
0,36,1012.8,No,No
0,22,1015.5,No,No
0,16,1015.8,No,No
0,15,1020.7,No,No
0,21,1019.7,No,No
0,19,1014.9,No,No
0,58,1012.9,No,Yes
9.8,44,1014.4,Yes,No
0,24,1022.2,No,No
0,20,1021.4,No,No
0,23,1021.7,No,No
0,27,1018.8,No,No
0,36,1016.4,No,No
0,29,1018.7,No,No
0,21,1020.8,No,No
0,27,1018.3,No,No
0,22,1016.8,No,No
0,90,1010.2,No,Yes
15.2,73,1004.8,Yes,No
0,87,1011.1,No,Yes
3.4,35,1010.7,Yes,Yes
2,58,1008.4,Yes,No
1,41,1019.2,No,No
0,29,1028.9,No,No
0,32,1032.2,No,No
0,31,1033.2,No,No
0,23,1031.7,No,No
0,25,1026.5,No,No
0,23,1023.1,No,No
0,24,1021.4,No,No
0,20,1022.9,No,No
0,16,1022.9,No,No
0,22,1019,No,No
0,33,1020.5,No,No
0,45,1023.3,No,Yes
2.8,30,1023.9,Yes,No
0,19,1024.7,No,No
0,31,1024.5,No,No
0,26,1020.6,No,No
0,12,1018.3,No,No
0,12,1018,No,No
0,39,1011.9,No,Yes
11.4,59,1016.3,Yes,No
0,36,1022.3,No,No
0,29,1022.2,No,No
0,19,1021.1,No,No
0,33,1021.6,No,No
0,32,1022.2,No,No
0,30,1018.9,No,No
0,22,1015.6,No,No
0.4,74,1011.3,No,Yes
8.8,53,1012.5,Yes,No
0,48,1020.3,No,No
0,83,1013.8,No,Yes
3.8,54,1012.6,Yes,No
0,42,1014.5,No,No
0,31,1022.9,No,No
0,36,1027.4,No,No
0,43,1025.8,No,No
0,39,1025.4,No,No
0,25,1024.3,No,No
0,25,1022.8,No,No
0,27,1022.4,No,No
0,30,1021.1,No,No
0,41,1020.5,No,No
0,28,1020.6,No,No
0,27,1021.3,No,No
0,27,1017.7,No,Yes
2,89,1013.3,Yes,Yes
3.8,41,1020.8,Yes,No
0,38,1025.7,No,No
0,45,1020.4,No,No
0,33,1024.2,No,No
0,47,1024.8,No,No
0,42,1028.9,No,No
0,36,1026.3,No,No
0,40,1024.8,No,No
0,26,1024,No,No
0,48,1014.7,No,No
0,39,1021,No,No
0,42,1024.9,No,No
0,36,1024.8,No,No
0,48,1024.7,No,No
0,35,1022.7,No,No
0,27,1018,No,No
0,37,1018.8,No,No
0,38,1027,No,No
0,39,1027.5,No,No
0,36,1023.2,No,No
0,30,1020.5,No,No
0,46,1019.7,No,Yes
2.4,51,1021.1,Yes,No
0,32,1022.6,No,No
0,33,1024.5,No,No
0,34,1023.1,No,No
0,34,1023.6,No,No
0,39,1023.9,No,No
0,33,1020.2,No,Yes
2.6,84,1010.6,Yes,Yes
27,91,1004.3,Yes,Yes
2,70,1012.2,Yes,No
0.2,89,1019,No,No
0.2,62,1013.4,No,Yes
14.2,88,1005.6,Yes,Yes
2.6,84,1012.4,Yes,No
0,61,1018.1,No,No
0,60,1019.4,No,No
0,67,1021.8,No,No
0,51,1026.4,No,No
0,55,1024.7,No,No
0,60,1022.2,No,No
0.4,55,1026.3,No,No
0,60,1028.1,No,No
0,50,1024.4,No,No
0.8,63,1017,No,No
0.2,53,1026.8,No,No
0,47,1027,No,No
0,39,1028.8,No,No
0,42,1032.9,No,No
0,46,1034.2,No,No
0,41,1030.1,No,No
0,50,1021.8,No,No
0.8,43,1013,No,No
0,48,1020.6,No,No
0,62,1022.9,No,No
0.6,69,1028.6,No,No
0,53,1034.2,No,No
0,48,1035.8,No,No
0,57,1031.7,No,No
0,46,1023.5,No,Yes
5.4,94,1017.4,Yes,Yes
5.8,48,1026.7,Yes,No
0.4,51,1027,No,No
0,45,1022.3,No,No
0,45,1018.2,No,No
0.2,61,1020.3,No,No
0,57,1025,No,Yes
1.8,78,1025.8,Yes,Yes
3,57,1033.5,Yes,No
0,57,1032.5,No,No
0.2,68,1026.5,No,No
0,49,1025.7,No,No
0,67,1028.7,No,No
0,49,1029.1,No,No
0,44,1027.6,No,No
0.4,75,1017.7,No,Yes
2,54,1020.6,Yes,No
0,47,1022.2,No,No
0,97,1009,No,Yes
6.6,63,1012.4,Yes,No
0.2,57,1024.8,No,No
0,60,1028.9,No,No
0,55,1028.3,No,No
0,53,1020.9,No,Yes
4.2,66,1021.6,Yes,No
0.4,63,1026.2,No,Yes
2.2,56,1030.9,Yes,No
0,59,1034.7,No,No
0,68,1035.4,No,No
0,55,1033.1,No,No
0,51,1033.3,No,No
0,41,1036.2,No,No
0,44,1033.1,No,No
0,51,1023.7,No,No
0.6,64,1015.8,No,No
0.4,46,1013,No,Yes
3.6,54,1019.2,Yes,Yes
2.8,56,1021.4,Yes,No
0,58,1029.5,No,No
0,51,1028.6,No,No
0,47,1020,No,Yes
4.8,49,1023.4,Yes,No
0,49,1028.2,No,No
0,45,1026.2,No,No
0,36,1018.9,No,No
0,27,1016.8,No,No
0.2,87,1009.9,No,Yes
3.2,50,1010,Yes,No
0,46,1018.6,No,No
0,56,1019.1,No,No
0,55,1004.5,No,No
1,68,1007.5,No,No
0.2,43,1018.6,No,No
0,37,1023.5,No,Yes
2.6,44,1006.6,Yes,Yes
2.6,46,1011,Yes,No
0,44,1018.7,No,No
0,41,1021.5,No,No
0,29,1022.2,No,No
0,66,1015.8,No,Yes
1.2,35,1015.4,Yes,Yes
1.6,78,1012.6,Yes,Yes
7.8,54,1004.8,Yes,No
0.6,53,1015.9,No,No
0.2,49,1026.9,No,No
0,43,1030.8,No,No
0,34,1028.5,No,No
0,27,1022.3,No,No
0,50,1016.3,No,No
0.4,53,1018.6,No,No
0,40,1019.3,No,Yes
17.8,61,997.2,Yes,Yes
1.6,47,1017.4,Yes,No
0.6,46,1022.8,No,No
0,44,1028.1,No,No
0,51,1022.6,No,No
0.8,54,1011.3,No,No
0.2,41,1010,No,No
0,55,1021.8,No,No
0,35,1019.5,No,No
0,52,1017.5,No,Yes
19.8,70,1013.2,Yes,Yes
13.6,50,1022,Yes,No
0,51,1024.4,No,No
0,39,1029.2,No,No
0,47,1026.4,No,No
0,51,1027.2,No,No
0,54,1030.7,No,No
0,53,1028.9,No,No
0,43,1029.1,No,No
0,39,1029,No,No
0,42,1026.5,No,No
0,30,1017.9,No,No
0,40,1023,No,No
0,37,1016.7,No,No
0,34,1019.9,No,No
0,28,1027.1,No,No
0,29,1027.9,No,No
0,24,1025.8,No,No
0,12,1026.4,No,No
0,30,1024.3,No,No
0,30,1020.6,No,No
0,31,1022.3,No,No
0,37,1015.3,No,Yes
11.6,26,1027.1,Yes,No
0,36,1029.1,No,No
0,29,1026.9,No,No
0,26,1026.6,No,No
0,29,1025.4,No,No
0,36,1022.5,No,Yes
4.2,95,1017.3,Yes,Yes
5,50,1012.8,Yes,Yes
26,95,994.1,Yes,Yes
8.8,45,1014.1,Yes,No
0,58,1020.8,No,No
0,54,1024.2,No,No
0,39,1028.2,No,No
0,29,1028.5,No,No
0,27,1022.2,No,No
0,17,1017.3,No,Yes
3.2,45,1019.6,Yes,No
0,36,1024,No,No
0,27,1021.8,No,No
0,24,1017.8,No,No
0,34,1021,No,No
0,20,1018.8,No,No
0,16,1010.2,No,Yes
12.4,87,1008.2,Yes,Yes
17.6,42,1015.2,Yes,No
0.2,32,1021.6,No,No
0,53,1021.7,No,No
0,35,1024,No,No
0,31,1024.8,No,No
0,31,1021.5,No,No
0,32,1018,No,No
0,15,1012.8,No,No
0,27,1016.2,No,No
0,17,1022.6,No,No
0,17,1017.1,No,No
0,13,1010.6,No,No
0,47,1006.1,No,Yes
17.8,99,1012.7,Yes,Yes
42.6,55,1017,Yes,No
0,51,1017.5,No,No
0,47,1016.4,No,No
0,30,1018.6,No,No
0,39,1018.8,No,No
0,19,1023.8,No,No
0,22,1023.2,No,No
0,15,1019.3,No,No
0,23,1018.7,No,No
0,37,1019.5,No,Yes
3.8,32,1018.2,Yes,No
0,44,1017.9,No,No
0,35,1015.3,No,Yes
15.8,97,1009.5,Yes,Yes
13.2,55,1015.1,Yes,No
0,83,1016.4,No,Yes
10.2,87,1013,Yes,Yes
3.4,63,1010.3,Yes,Yes
19.4,37,1011.8,Yes,No
1,26,1010.9,No,No
0,32,1009.2,No,Yes
49.2,31,1010,Yes,Yes
4.2,46,1007.1,Yes,Yes
13.2,57,1005.2,Yes,Yes
39,88,1004.7,Yes,Yes
6.4,46,1011.7,Yes,No
0,35,1015.4,No,No
0,38,1010.8,No,No
0,33,1009.5,No,No
0,34,1016.4,No,No
0,25,1013.7,No,No
0,39,1004.5,No,No
0,29,1011.5,No,No
0,32,1007.2,No,No
0,28,1007.4,No,No
0,58,1001.6,No,Yes
5.2,31,1012,Yes,No
0,32,1014.9,No,No
0,29,1018.2,No,No
0,25,1020.2,No,No
0,18,1021.6,No,No
0,16,1011.6,No,No
0,24,1007.6,No,No
0,31,1014.6,No,No
0,25,1017.4,No,No
0,14,1014.8,No,No
0,13,1015.6,No,No
0,11,1011.4,No,Yes
1.8,20,1010.9,Yes,No
0,26,1014.2,No,No
0,14,1016,No,No
0,23,1013.2,No,No
0,17,1009.1,No,No
0,15,1009.7,No,No
0,15,1007.6,No,No
0,18,1007.1,No,No
0,90,1013,No,No
0.8,72,1011.1,No,Yes
4.2,95,1008.2,Yes,Yes
62.8,63,1003.2,Yes,Yes
22,96,1002.2,Yes,Yes
37.8,62,1005.3,Yes,No
0,38,1010.1,No,No
0,36,1009.3,No,No
0,43,1011.7,No,No
0,38,1012.5,No,No
0,36,1011.9,No,No
0,26,1011.2,No,No
0,21,1009.4,No,No
0,36,1012.6,No,No
0,34,1009.3,No,No
0,36,1005.8,No,No
0,33,1007.8,No,No
0,40,1012.6,No,No
0,28,1016.5,No,No
0,30,1021,No,No
0,25,1018.2,No,No
0,15,1016.6,No,No
0,17,1012.4,No,No
0,17,1007.2,No,No
0,45,1008.9,No,No
0,32,1011.4,No,No
0.2,95,1011.3,No,Yes
155,97,1009.1,Yes,Yes
32.4,44,1022.6,Yes,No
0,31,1025.3,No,No
0,41,1021.8,No,No
0,48,1020.1,No,No
0,39,1015.1,No,No
0,48,1011,No,No
0,57,1018.6,No,No
0,34,1022.7,No,No
0,44,1021,No,Yes
2.4,62,1016.9,Yes,No
0,63,1014.1,No,No
0,58,1012.8,No,No
0,65,1011.3,No,Yes
2.6,56,1006.9,Yes,No
0,43,1014.4,No,No
0,39,1021.8,No,No
0,31,1023.2,No,No
0,33,1022.9,No,No
0,28,1018.5,No,No
0,30,1013.4,No,No
0,25,1010.4,No,No
0,40,1006.6,No,No
0,41,1006.5,No,No
0,36,1013.7,No,No
0,29,1019.1,No,No
0,35,1017.6,No,No
0,32,1018,No,No
0,27,1021.1,No,No
0,36,1019.7,No,No
0,23,1017.7,No,No
0,38,1012.1,No,No
0.8,83,1011.2,No,Yes
2.2,67,1012.4,Yes,No
0,52,1015.1,No,No
0,38,1016.1,No,No
0,93,1017.2,No,Yes
31.8,72,1020.9,Yes,No
0.2,48,1018.6,No,No
0,42,1019.8,No,No
0,35,1021.7,No,No
0,45,1017.6,No,No
0,37,1013,No,No
0,39,1008,No,Yes
82.2,75,1001,Yes,Yes
2,69,1006.1,Yes,No
0.2,60,1008.8,No,No
0.4,56,1010.8,No,No
0,43,1019.1,No,No
0,44,1024.5,No,No
0,48,1025.6,No,No
0,35,1024.3,No,No
0,34,1021,No,No
0,43,1020.2,No,No
0,36,1028.4,No,No
0,50,1018.7,No,No
0,72,1018.3,No,No
0,41,1020.6,No,No
0,45,1024.2,No,No
0,44,1027.6,No,No
0,47,1025.8,No,No
0,39,1019.9,No,No
0,40,1018,No,No
0,36,1022.6,No,No
0,40,1022.9,No,No
0,52,1018.3,No,No
0.2,67,1018.2,No,Yes
1.4,59,1019.6,Yes,No
0.4,38,1027.7,No,No
0,37,1034.6,No,No
0,40,1034.5,No,No
0,42,1032.5,No,No
0,36,1029.8,No,No
0,28,1028.8,No,No
0,28,1025.1,No,No
0,28,1020.4,No,Yes
8.8,77,1011.3,Yes,Yes
2.2,70,1008.3,Yes,No
0.8,57,1013.6,No,No
0.2,61,1022.4,No,No
0,59,1024.6,No,No
0,65,1024.9,No,No
0,63,1025.9,No,No
0,51,1026.9,No,No
0.2,44,1027.4,No,No
0,45,1025.4,No,No
0,49,1026.5,No,No
0,43,1024.4,No,No
0,40,1018.2,No,Yes
3.4,58,1018.5,Yes,No
0.4,41,1018.6,No,No
0,39,1021.7,No,Yes
1.4,51,1020.9,Yes,No
0.4,39,1026,No,No
0,47,1025.7,No,No
0,56,1026.3,No,No
0,50,1030,No,No
0,53,1029.8,No,No
0.2,53,1028.3,No,No
0,54,1027.8,No,No
0,49,1028.3,No,No
0.2,46,1021.6,No,No
0,58,1016.6,No,No
0,59,1020.5,No,No
0,47,1017.9,No,No
0,39,1014.2,No,Yes
4,53,1008.2,Yes,No
0,65,1018.3,No,No
0.6,58,1024.2,No,No
0,50,1028.6,No,No
0,37,1029.4,No,No
0,32,1025.5,No,No
0,45,1030.5,No,No
0,44,1033.7,No,No
0,46,1032.4,No,No
0,45,1033.4,No,No
0,36,1028.6,No,No
0,33,1020,No,Yes
1.8,96,1014.4,Yes,Yes
4,46,1013.3,Yes,No
0,49,1017.2,No,No
0,48,1014.1,No,No
0.6,46,1019.8,No,No
0,53,1029.4,No,No
0,55,1026.6,No,No
0,48,1022.1,No,No
0.6,50,1028,No,No
0,57,1029.4,No,No
0,62,1024.4,No,No
0,45,1031.9,No,No
0.2,37,1034.7,No,No
0,69,1026,No,No
0,75,1021.1,No,Yes
4.8,69,1023.3,Yes,No
0,71,1025.7,No,No
0,51,1026.1,No,No
0,45,1025.9,No,No
0,43,1024.9,No,No
0,35,1024.3,No,Yes
2,42,1018.8,Yes,No
0,48,1019.6,No,No
0,47,1026.2,No,No
0,37,1029.7,No,No
0,30,1027.8,No,No
0,24,1023.5,No,No
0.2,44,1018.8,No,No
1,29,1019.3,No,No
0,18,1019.1,No,No
0,18,1018.4,No,No
0,19,1017,No,No
0,11,1019.1,No,No
0,86,1020.3,No,Yes
2.8,49,1017.8,Yes,Yes
2.6,76,1014.9,Yes,Yes
2,77,1013.2,Yes,Yes
2.6,62,1012.9,Yes,No
0,76,1008.8,No,No
1,59,1015,No,No
0,52,1021.2,No,No
0,62,1023.2,No,No
0.8,48,1025.2,No,No
0,35,1021.4,No,Yes
2.2,31,1015.2,Yes,Yes
4.6,43,1006.4,Yes,No
0,84,1016.3,No,Yes
2,69,1023.8,Yes,No
0.2,57,1030.5,No,No
0,33,1035.1,No,No
0,34,1037.4,No,No
0,28,1034.7,No,No
0,28,1029.6,No,No
0,36,1022,No,No
0,33,1026.8,No,No
0,32,1023.9,No,No
0,25,1022.6,No,No
0,44,1020.9,No,No
0,32,1027,No,No
0,41,1027.7,No,No
0,36,1026.9,No,No
0,25,1025.4,No,No
0,14,1020.5,No,No
0,39,1021.5,No,No
0,29,1023.8,No,No
0,23,1018.2,No,No
0,27,1022.5,No,No
0,28,1021.8,No,No
0.2,31,1021.1,No,No
0,40,1025.8,No,No
0.6,42,1023.1,No,No
0,36,1029.1,No,No
0,19,1028,No,No
0,33,1023.4,No,No
0,21,1024.9,No,No
0,17,1017.6,No,No
0,3,1012.7,No,No
0,31,1019.1,No,No
0,10,1007.5,No,No
0,22,1015.1,No,No
0,31,1023.8,No,No
0,11,1019.5,No,No
0,32,1023.3,No,No
0,38,1023.6,No,No
0,30,1023.7,No,No
0,25,1021,No,No
0,13,1012.3,No,No
0,86,1002,No,Yes
5.6,48,1002.5,Yes,No
0.8,53,1008.7,No,Yes
5.4,30,1009.9,Yes,No
0.8,38,1021.6,No,No
0,28,1022.1,No,No
0,20,1021,No,No
0,88,1015.6,No,Yes
4,63,1013.6,Yes,No
0,52,1014.2,No,No
0,36,1015.7,No,No
0,45,1014.1,No,No
0,29,1014.5,No,No
0,34,1018,No,No
0,30,1020.4,No,No
0,23,1019.2,No,No
0,18,1012,No,No
0,33,1013.7,No,No
0,25,1024.1,No,No
0,25,1033.4,No,No
0,12,1029.2,No,No
0,20,1024.9,No,No
0,22,1021.5,No,No
0,51,1023.6,No,No
0,37,1022.3,No,No
0,14,1017.6,No,No
0,38,1007.9,No,Yes
13.4,32,1016.9,Yes,No
0.2,39,1020.4,No,No
0,28,1017.7,No,No
0,14,1010.7,No,Yes
3.6,31,1014.7,Yes,No
0,25,1022.8,No,No
0,28,1027.8,No,No
0,23,1024,No,No
0,36,1019.5,No,No
0,34,1018.5,No,No
0,23,1019.6,No,No
0,9,1013.9,No,No
0,36,1009,No,No
0,27,1011.5,No,No
1,53,1009.6,No,Yes
4.4,38,1008.9,Yes,Yes
3.6,26,1018.2,Yes,No
0,21,1024.4,No,No
0,15,1019.9,No,No
0,13,1012.9,No,No
0,19,1012.2,No,No
0,17,1016.4,No,No
0,32,1019.8,No,No
0,25,1017.3,No,No
0,18,1013.8,No,No
0,55,1009.9,No,Yes
5.2,25,1017.8,Yes,No
0,25,1020.1,No,No
0,26,1014.4,No,No
0,20,1020.7,No,No
0,80,1022.8,No,Yes
21.2,31,1015.9,Yes,No
0,47,1008.8,No,Yes
8,29,1014.2,Yes,No
0,16,1012.7,No,No
0,17,1006.7,No,No
0,21,1014.8,No,No
0,22,1026,No,No
0,14,1023.9,No,No
0,20,1018.9,No,No
0,18,1022.2,No,No
0,16,1019.4,No,No
0,19,1015.1,No,No
0,15,1011.6,No,No
0,16,1009.3,No,No
0,56,1007.1,No,No
0,33,1007.1,No,No
0.4,30,1008.6,No,No
0,25,1011.8,No,No
0,26,1015.7,No,No
0,15,1018.2,No,No
0,19,1015.9,No,No
0,10,1014.4,No,No
0,27,1013.3,No,Yes
58,58,1006.6,Yes,No
0,38,1011.5,No,No
0,26,1015.7,No,No
0,21,1017.1,No,No
0,21,1014.4,No,No
0,10,1011.1,No,No
0,15,1009.7,No,No
0,25,1004.9,No,Yes
3.4,48,1009,Yes,No
0,30,1015.4,No,No
0,12,1015.8,No,No
0,7,1016.6,No,No
0,19,1016.4,No,No
0,14,1015.6,No,No
0,12,1013.9,No,No
0,13,1012.5,No,No
0,21,1012.8,No,No
0,23,1017.3,No,No
0,19,1018.1,No,No
0,17,1017.7,No,No
0,16,1007,No,Yes
9.4,39,1005.3,Yes,No
0,28,1015.3,No,No
0,36,1016,No,No
0,26,1015.3,No,No
0,22,1022.7,No,No
0,35,1021.1,No,No
0,18,1019.2,No,No
0,22,1017.8,No,No
0,19,1015.3,No,No
0,20,1015.8,No,No
0,23,1012.3,No,No
0,28,1015.7,No,No
0,23,1013.9,No,No
0,17,1013.8,No,No
0,24,1015.5,No,No
0.8,23,1016.7,No,No
0,20,1014,No,No
0,13,1012.5,No,No
0,25,1012.8,No,No
0,30,1012.4,No,Yes
1.4,42,1009.8,Yes,No
0,80,1004.5,No,No
1,47,997.1,No,No
0,27,1014.7,No,No
0,25,1015.8,No,No
0,33,1009.6,No,No
0,22,1007.3,No,No
0,17,1004.3,No,No
0,41,994.8,No,No
0,26,1010.9,No,No
0,25,1012.8,No,No
0,25,1015.8,No,No
0,23,1014.5,No,No
0,24,1013.1,No,No
0,32,1014.4,No,No
0,21,1018,No,No
0,21,1018.9,No,No
0,15,1018.4,No,No
0,17,1014.6,No,No
0,37,1014.9,No,No
0,28,1015,No,No
0,25,1014.6,No,No
0,20,1012.5,No,No
0.8,38,1013,No,No
0,35,1013.6,No,No
0,21,1014.8,No,No
0,14,1018.4,No,No
0,15,1018.7,No,No
0,14,1016.6,No,No
0,25,1013,No,No
0,47,1010.9,No,Yes
33.4,80,1011.9,Yes,Yes
2.4,97,1012.4,Yes,Yes
27.2,61,1006.3,Yes,No
0,70,1009.5,No,Yes
6.4,92,1008,Yes,Yes
9.8,37,1012.6,Yes,No
0,43,1020.2,No,No
0,35,1022.9,No,No
0,33,1023.8,No,No
0,34,1019.2,No,No
0,23,1015.3,No,No
0,38,1018,No,No
0,26,1019,No,No
0,29,1019.4,No,No
0,22,1017,No,No
0,22,1012.3,No,No
0,30,1008.1,No,Yes
6.6,55,1011.9,Yes,No
0.2,29,1019.2,No,No
0,42,1022.8,No,No
0,35,1020.3,No,No
0,30,1013.4,No,No
0,42,1010.2,No,No
0,31,1013.6,No,No
0,40,1012.6,No,No
0,49,1019.3,No,No
0,37,1022.5,No,No
0,35,1023.2,No,No
0,30,1023,No,No
0,32,1021.1,No,No
0,24,1019.3,No,Yes
14,33,1016.8,Yes,No
0,35,1015.1,No,No
0,37,1020.2,No,No
0,33,1016,No,No
0,30,1015.4,No,No
0,39,1018.2,No,No
0,28,1019.2,No,No
0,23,1015.5,No,No
0,38,1025,No,No
0,32,1021.5,No,No
0,34,1024.6,No,No
0,30,1034.7,No,No
0,32,1035.3,No,No
0,22,1033.8,No,No
0,20,1030.5,No,No
0,21,1024.6,No,No
0,21,1023.2,No,No
0,19,1024.1,No,No
0,22,1023.9,No,No
0,24,1021.2,No,No
0,42,1017,No,No
0,33,1017.6,No,No
0,38,1015.3,No,Yes
3.2,54,1009.8,Yes,No
0,40,1011.7,No,No
0.8,51,1019,No,No
0,38,1023.9,No,No
0,49,1025.3,No,No
0,39,1024.8,No,No
0,36,1024.4,No,No
0,39,1026.1,No,No
0,36,1024.4,No,No
0,20,1020.6,No,Yes
1.4,43,1026.5,Yes,No
0,41,1027.1,No,No
0,45,1026,No,No
0,40,1024,No,No
0,37,1021.2,No,No
0,22,1017.4,No,No
0,15,1016,No,No
0,26,1018.1,No,No
0,34,1023.5,No,No
0,44,1022,No,No
0,36,1024.5,No,No
0,39,1024.1,No,No
0,40,1029.3,No,No
0,40,1030.5,No,No
0,37,1027.5,No,No
0,30,1025.2,No,No
0,21,1023.4,No,No
0,39,1025.7,No,No
0,36,1028.4,No,No
0,33,1025.3,No,No
0,26,1023.5,No,No
0,14,1018.8,No,No
0,45,1014.4,No,No
0,45,1016.3,No,No
0,89,1019,No,No
1,42,1027.6,No,No
0,44,1032.3,No,No
0,50,1033.9,No,No
0,42,1035.6,No,No
0,35,1031.6,No,No
0,44,1027.5,No,No
0,41,1023.3,No,No
0,38,1019.6,No,No
0,53,1011.8,No,Yes
4.4,48,1012.4,Yes,No
0,42,1024.1,No,No
0,47,1027.8,No,No
0,45,1030.8,No,No
0,53,1029.6,No,No
0,41,1028.3,No,No
0,39,1025.5,No,No
0,37,1021.3,No,No
0,26,1019.4,No,No
0.4,36,1010.1,No,No
0,37,1014.9,No,No
0,37,1015.9,No,No
0,54,1024.5,No,No
0,48,1027.1,No,No
0,48,1026.6,No,No
0,30,1019.7,No,No
0,55,1008.8,No,Yes
3,86,1010.1,Yes,No
0.2,45,1027.7,No,No
0,47,1033.4,No,No
0,50,1033.3,No,No
0,46,1032.2,No,No
0,40,1030.2,No,No
0,38,1021.2,No,No
0,48,1010.2,No,No
0,38,1013.8,No,No
0,34,1020.2,No,No
0,45,1026.4,No,No
0,41,1028,No,No
0,47,1031.3,No,No
0,36,1036.1,No,No
0,33,1035.7,No,No
0,28,1031.4,No,No
0,40,1026.6,No,No
0,43,1022.4,No,Yes
